from;to
191;95
191;125
191;165
168;85
168;239
298;53
298;90
298;231
118;90
118;223
110;91
110;283
29;273
29;192
273;171
273;180
273;248
192;177
30;79
30;292
30;186
79;32
79;177
292;246
292;255
186;160
186;171
186;246
186;225
31;231
31;181
31;223
31;108
231;36
231;90
181;48
181;161
181;221
223;221
108;95
32;198
32;294
32;161
32;211
198;34
198;198
294;47
294;177
294;203
161;248
211;47
211;171
211;252
34;91
34;66
34;48
34;95
91;81
91;207
91;283
66;64
66;270
48;116
95;44
95;65
95;111
95;116
95;166
35;123
123;45
123;104
123;283
123;274
123;146
123;249
123;254
36;270
36;64
36;65
36;228
36;234
270;90
270;221
64;85
64;237
64;274
65;39
65;44
65;90
228;93
37;182
37;82
37;102
182;257
182;296
102;183
102;236
38;165
38;144
38;173
165;142
144;42
144;51
144;80
144;166
173;51
173;61
173;104
173;166
173;267
39;53
39;239
39;90
39;93
239;90
90;93
93;221
93;237
163;81
163;183
163;236
41;265
41;271
265;81
265;236
265;258
271;260
271;284
42;45
42;207
45;277
45;175
207;80
43;222
222;260
277;218
277;295
175;267
47;203
47;266
203;248
50;240
240;252
240;280
240;284
51;100
100;179
280;246
262;57
262;117
262;169
209;105
209;169
209;220
267;141
267;166
267;229
247;225
247;257
67;258
67;180
67;81
57;153
57;257
257;133
257;236
58;260
58;147
58;180
260;81
180;127
180;183
160;160
160;177
61;146
146;274
274;101
274;166
258;284
81;296
81;214
81;121
141;218
283;97
293;104
142;249
142;295
142;229
220;135
220;213
194;227
194;254
105;121
105;204
197;117
253;117
296;133
296;236
121;287
121;133
287;256
287;287
236;127
236;183
236;284
166;225
172;127
172;133
172;195
172;196
179;295
179;218
133;174
117;254
117;135
254;134
135;169
256;256
