from;to
14;419
14;425
15;30
15;59
15;124
15;275
15;332
16;34
16;39
16;50
16;60
16;65
16;73
16;75
16;80
16;83
16;95
16;105
16;106
16;117
16;121
16;127
16;203
16;216
16;223
16;225
16;226
16;231
16;238
16;257
16;277
16;288
16;291
16;308
16;312
16;340
16;343
16;346
16;354
16;375
16;385
16;386
16;399
16;413
16;418
16;428
16;434
16;449
16;459
16;482
16;499
17;20
17;21
17;24
17;37
17;64
17;82
17;83
17;85
17;146
17;150
17;165
17;166
17;168
17;174
17;177
17;178
17;179
17;180
17;191
17;198
17;212
17;213
17;261
17;274
17;276
17;278
17;296
17;301
17;307
17;311
17;378
17;407
17;458
17;487
18;25
18;27
18;31
18;35
18;51
18;55
18;61
18;63
18;66
18;67
18;84
18;109
18;140
18;197
18;235
18;265
18;297
18;321
18;347
18;383
18;447
18;485
19;29
19;36
19;44
19;77
19;78
19;87
19;90
19;96
19;185
19;486
20;21
20;32
20;53
20;54
20;57
20;64
20;87
20;89
20;116
20;130
20;136
20;152
20;160
20;175
20;179
20;196
20;202
20;227
20;269
20;298
20;442
20;453
21;58
21;109
21;274
21;319
23;125
23;271
23;278
23;302
23;369
23;444
24;36
24;37
24;42
24;73
24;99
24;143
24;146
24;149
24;150
24;163
24;174
24;180
24;190
24;193
24;200
24;233
24;241
24;304
24;323
24;337
24;351
25;27
25;28
25;29
25;35
25;41
25;47
25;48
25;51
25;55
25;63
25;69
25;70
25;72
25;88
25;102
25;108
25;111
25;114
25;120
25;135
25;164
25;173
25;194
25;201
25;205
25;207
25;243
25;247
25;248
25;251
25;256
25;265
25;267
25;294
25;309
25;315
25;316
25;322
25;326
25;329
25;334
25;347
25;355
25;361
25;371
25;377
25;381
25;382
25;392
25;397
25;401
25;404
25;426
25;441
25;476
25;485
26;39
26;49
26;97
26;210
26;249
26;427
27;35
27;63
27;66
27;78
27;275
27;347
27;383
28;30
28;32
28;35
28;47
28;48
28;52
28;53
28;54
28;55
28;71
28;128
28;141
28;160
28;161
28;173
28;201
28;205
28;217
28;227
28;243
28;263
28;300
28;421
28;436
28;453
28;471
29;40
29;44
29;51
29;55
29;69
29;72
29;114
29;118
29;119
29;126
29;167
29;268
29;294
29;376
29;381
29;486
31;38
31;140
31;177
31;197
31;297
31;327
31;447
32;41
32;54
32;61
32;71
32;89
32;108
32;128
32;130
32;137
32;141
32;142
32;186
32;192
32;206
32;224
32;244
32;254
32;255
32;260
32;264
32;331
32;391
32;421
32;436
32;438
32;442
32;471
33;148
33;158
33;183
33;388
33;413
33;495
34;39
34;40
34;46
34;49
34;50
34;76
34;100
34;110
34;117
34;119
34;134
34;139
34;159
34;209
34;216
34;232
34;258
34;385
34;440
34;478
34;488
35;140
35;194
35;207
35;297
35;322
35;381
35;426
36;44
36;48
36;52
36;68
36;90
36;99
36;143
36;156
36;233
36;263
36;472
37;57
37;99
37;136
37;146
37;184
37;193
37;218
37;221
37;253
37;317
37;348
37;424
38;98
38;132
38;400
39;210
39;231
40;76
40;119
40;129
40;208
40;215
40;219
40;359
40;419
40;446
40;452
41;42
41;53
41;70
41;87
41;94
41;102
41;111
41;112
41;120
41;131
41;135
41;151
41;164
41;192
41;206
41;236
41;245
41;316
41;324
41;364
41;379
41;394
41;403
42;47
42;81
42;91
42;92
42;98
42;120
42;162
42;164
42;211
42;233
42;237
42;240
42;246
42;316
42;324
42;345
42;484
43;77
43;118
43;266
44;126
45;156
46;59
46;100
46;159
46;171
46;216
46;232
46;262
46;282
47;81
47;103
47;162
47;247
47;256
47;326
47;381
47;410
47;422
48;52
48;88
48;173
48;248
48;251
48;263
48;267
48;275
48;279
48;292
48;334
48;338
48;339
48;382
48;404
48;406
48;455
48;483
50;60
50;110
50;154
50;291
50;375
51;67
51;69
51;88
51;235
51;243
51;265
51;355
51;485
52;72
52;167
52;173
52;292
52;338
52;339
52;406
53;70
53;112
53;120
53;151
53;196
53;250
53;271
53;376
53;468
54;62
54;86
54;104
54;107
54;128
54;130
54;141
54;142
54;145
54;161
54;172
54;186
54;244
54;260
54;460
55;67
55;88
55;197
55;201
55;251
55;396
56;58
56;108
56;115
56;116
56;131
56;154
56;170
56;230
56;239
56;293
56;358
56;393
56;398
56;445
57;68
57;136
57;184
57;217
57;218
57;221
57;269
57;298
57;300
57;348
57;368
57;424
58;67
58;214
58;239
58;342
58;358
59;332
59;425
60;74
60;75
60;223
60;273
60;418
61;71
61;79
61;82
61;89
61;144
61;152
61;178
61;187
61;197
61;228
61;259
61;290
61;307
61;310
61;313
61;314
61;356
61;408
61;493
61;498
62;82
62;104
62;172
62;187
62;378
62;435
62;466
62;470
63;66
63;377
63;397
64;79
64;84
64;85
64;101
64;166
64;168
64;175
64;198
64;211
64;365
64;378
64;407
64;439
64;458
64;480
64;492
65;83
65;127
65;133
65;181
65;343
65;346
65;369
65;412
65;423
65;428
65;481
67;69
68;134
68;183
69;102
70;92
70;102
70;132
70;135
70;207
70;364
71;89
71;123
71;137
71;489
72;114
72;156
72;167
72;247
72;248
72;268
72;294
72;309
72;329
73;80
73;99
73;105
73;106
73;121
73;138
73;149
73;150
73;157
73;174
73;200
73;287
73;288
73;305
73;306
73;337
73;370
73;449
73;496
74;125
74;169
74;266
75;80
75;95
75;106
75;121
75;122
75;124
75;139
75;147
75;189
75;282
75;283
75;305
75;343
75;418
75;482
75;496
75;499
76;488
77;90
77;486
78;96
78;185
78;199
78;271
78;429
79;86
79;101
79;144
79;212
79;408
80;106
80;121
80;122
80;147
80;226
80;386
80;434
80;496
81;91
81;93
81;103
81;162
81;177
81;178
81;188
81;204
81;272
81;280
81;303
81;345
81;357
81;363
82;84
82;93
82;98
82;109
82;113
82;168
82;176
82;179
82;286
82;319
82;330
82;342
82;372
83;95
83;133
83;153
83;165
83;179
83;203
83;213
83;223
83;225
83;301
83;311
83;340
83;350
83;412
83;475
83;499
84;85
84;86
84;140
84;187
84;281
84;407
84;487
85;101
85;276
85;365
85;407
85;487
86;128
86;145
86;161
86;186
86;244
86;289
87;94
87;151
87;163
87;206
87;403
88;205
88;251
88;396
88;401
89;137
89;152
89;192
89;195
89;228
89;285
89;335
89;409
89;489
89;493
90;96
90;139
90;185
90;199
90;220
90;429
90;477
91;162
91;237
91;246
91;328
93;103
93;113
93;155
93;188
93;252
94;153
94;222
94;229
94;336
94;365
95;117
95;129
95;209
95;223
95;226
95;385
95;405
95;482
96;185
96;199
96;220
96;341
96;477
96;479
97;210
97;284
97;427
97;431
98;104
98;327
98;420
99;105
99;138
99;150
99;190
99;193
99;200
99;233
99;241
99;242
99;257
99;287
99;304
99;325
99;462
99;472
100;126
100;159
101;116
101;175
102;194
102;245
103;144
103;188
103;204
103;272
103;280
103;290
103;363
103;380
104;281
104;295
104;420
104;435
104;466
104;470
105;138
105;157
105;231
105;238
105;242
105;257
105;287
105;325
106;122
106;157
106;203
106;225
106;288
106;414
106;450
106;454
107;289
107;302
107;321
107;349
107;460
108;115
108;123
108;135
108;194
108;230
108;336
108;398
108;400
108;416
108;497
109;214
109;330
109;372
110;216
110;232
110;262
110;440
111;112
111;207
111;236
111;250
111;296
111;315
111;322
111;394
111;448
112;170
112;182
112;250
112;344
112;379
112;393
112;448
113;132
113;170
113;176
113;182
113;211
113;240
113;299
113;353
113;366
113;393
113;458
114;167
114;268
114;329
115;293
116;410
117;209
117;238
117;488
118;283
120;151
120;164
120;245
120;256
120;316
120;324
120;361
120;364
120;371
120;411
120;432
120;441
120;443
120;464
121;122
121;226
121;305
122;147
123;344
123;497
124;148
124;189
125;169
125;181
127;133
127;203
127;354
128;161
128;172
128;186
128;224
128;234
128;255
128;260
128;264
128;421
128;436
128;438
128;442
129;134
129;148
129;208
129;215
129;419
130;137
130;141
130;142
130;402
130;456
131;239
131;364
133;412
133;423
133;475
133;481
134;183
135;236
135;377
135;379
135;397
135;403
135;476
136;184
136;218
136;221
136;253
136;270
136;298
136;317
136;348
136;352
136;437
136;457
137;152
137;195
137;202
137;254
137;259
137;285
137;335
137;402
137;456
137;489
137;490
138;231
138;257
138;325
138;370
139;189
139;282
140;235
140;297
140;447
141;142
141;438
142;145
142;224
142;330
143;241
143;387
143;494
144;155
144;290
144;310
144;349
144;380
144;408
145;252
145;330
146;149
146;190
146;241
146;304
148;388
148;495
149;157
149;190
149;229
149;306
149;465
150;174
150;180
150;191
150;193
150;261
150;367
150;370
151;196
151;236
152;195
152;202
152;228
152;254
152;259
152;314
152;335
152;493
153;222
153;417
155;290
155;310
155;374
156;302
156;313
156;415
157;325
157;370
158;249
158;469
159;273
160;227
160;229
160;453
161;172
161;234
162;204
162;237
162;246
162;430
163;323
163;405
164;324
164;464
165;191
165;213
165;367
166;198
166;261
166;342
167;329
168;279
168;313
168;415
168;461
168;480
170;176
170;182
170;250
170;299
170;344
170;353
170;366
170;393
170;395
170;448
172;234
173;292
173;338
173;339
174;288
174;323
174;450
174;454
175;400
175;416
175;439
176;182
176;299
177;188
177;214
177;295
178;204
178;272
178;276
178;307
178;357
179;180
180;276
181;346
181;459
181;481
182;353
182;366
182;395
183;388
184;218
184;253
184;270
184;298
184;317
184;352
184;360
184;368
184;437
184;474
185;199
185;429
185;479
186;244
186;421
188;272
188;280
190;242
191;301
191;367
192;195
192;206
192;255
192;303
192;320
192;333
192;373
192;394
192;409
192;471
193;242
193;351
193;472
194;256
194;371
195;202
195;228
195;254
195;259
195;285
195;335
195;490
196;279
197;235
198;274
198;480
199;220
199;341
199;429
199;479
200;337
200;351
200;472
201;248
201;267
201;318
201;326
201;382
201;441
201;483
202;314
203;225
203;312
203;399
203;414
203;475
203;482
204;357
205;396
205;401
206;403
206;436
207;322
207;326
208;219
208;359
208;419
208;444
208;446
210;427
210;431
211;349
211;466
212;261
214;491
215;266
216;232
216;262
216;277
217;221
217;269
217;300
217;424
217;463
218;253
218;270
219;273
219;359
219;446
220;341
220;477
220;479
221;424
222;278
223;277
223;311
223;375
224;234
224;391
225;308
225;375
225;414
225;475
226;305
226;308
227;453
229;463
230;398
231;238
231;291
231;340
232;262
235;265
235;355
236;245
237;246
237;252
237;281
237;286
237;328
237;430
237;467
238;386
239;293
239;398
240;286
240;353
240;484
241;304
241;387
241;462
241;494
242;287
242;462
243;247
243;361
243;377
243;384
244;264
244;391
246;328
246;467
247;294
248;263
248;267
248;309
248;318
248;382
248;390
248;392
248;426
248;483
249;258
249;478
250;448
251;334
251;396
251;401
252;331
252;430
253;317
253;360
253;368
253;457
254;285
254;314
254;493
255;260
255;264
255;336
256;371
256;451
257;277
257;462
258;478
259;402
259;490
261;274
262;440
263;309
263;318
264;442
265;355
265;485
266;452
267;292
267;315
267;404
267;455
270;352
270;360
272;280
272;307
272;363
275;334
275;347
275;383
275;415
279;339
279;350
279;384
279;433
279;461
280;357
280;363
281;321
283;452
285;402
285;456
286;289
286;372
286;430
286;484
288;312
288;340
288;385
288;449
288;450
288;454
289;295
289;327
289;460
290;380
291;308
292;338
292;404
292;455
293;358
293;445
295;319
295;320
295;333
295;420
295;435
297;447
298;348
298;368
301;311
304;323
308;343
308;414
309;315
309;318
309;390
309;392
312;354
312;399
313;461
316;379
318;390
320;333
320;373
321;460
323;351
324;394
324;411
324;432
324;443
328;467
330;372
331;345
332;425
332;469
333;356
333;362
333;373
333;374
333;409
333;498
335;489
339;406
340;418
340;428
340;449
341;477
344;410
344;422
346;386
346;459
347;383
349;380
350;433
352;360
352;437
352;457
352;474
353;366
353;395
354;434
356;498
358;445
360;474
361;411
361;432
362;389
366;395
369;444
371;411
371;432
371;443
371;451
376;468
377;397
377;441
377;476
378;439
380;408
382;390
382;406
382;426
385;428
387;494
390;392
392;483
397;476
398;497
400;416
402;456
402;490
404;455
405;469
407;480
407;487
410;422
411;451
411;464
413;499
415;461
416;497
417;463
417;465
417;473
419;444
420;435
420;470
421;438
427;431
432;443
432;451
434;496
435;470
439;492
441;464
444;446
449;450
450;454
458;492
462;494
463;465
463;473
465;473
467;491
