from;to
53;54
53;59
54;64
54;73
54;62
54;71
54;72
54;63
54;70
54;59
55;65
55;61
55;66
55;57
55;67
55;68
55;58
55;71
56;65
56;61
56;64
56;73
56;71
56;72
56;63
56;74
56;59
57;61
57;60
57;66
57;67
57;68
57;69
57;58
57;64
58;65
58;61
58;60
58;67
58;69
59;65
59;66
59;64
59;73
59;62
59;71
59;72
59;63
59;74
59;70
60;61
60;66
60;67
60;68
60;69
61;65
61;68
61;69
62;67
62;64
62;73
62;71
62;72
62;74
62;70
63;73
63;71
63;74
63;70
64;73
64;71
64;72
64;74
64;70
65;66
65;67
65;68
65;69
66;67
66;69
66;72
67;68
67;69
67;72
68;69
68;72
69;74
70;73
70;71
70;72
71;73
71;72
71;74
72;74
73;74
